imdb_id,original_title,vote_average,vote_count,status,release_date,revenue,runtime,backdrop_path,budget,homepage,original_language,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,top_casts,director
tt3778644,Solo: A Star Wars Story,6.563,7904,Released,15/05/2018,392952373,135,/ojHCeDULAkQK25700fhRU75Tur2.jpg,250000000,https://www.starwars.com/films/solo,en,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",55.759,/3IGbjc5ZC5yxim5W0sFING2kdcz.jpg,Never tell him the odds.,"Science Fiction, Adventure, Action","Lucasfilm Ltd., Allison Shearmur Productions, Imagine Entertainment",United States of America,English,"Alden Ehrenreich, Emilia Clarke, Donald Glover",Ron Howard
tt2184339,The Purge,6.25,7870,Released,31/05/2013,89328627,86,/9J3HHP3kQ5ZStyirJyWPWtvvrHY.jpg,3000000,,en,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",33.071,/x6hwbnR2nGacSzljqYaXY25w1Me.jpg,"One night a year, all crime is legal.","Science Fiction, Horror, Thriller","Universal Pictures, Why Not Productions, Platinum Dunes, Blumhouse Productions","France, United States of America",English,"Ethan Hawke, Lena Headey, Max Burkholder",James DeMonaco
tt1340138,Terminator Genisys,5.924,7870,Released,23/06/2015,440603537,126,/g4a5YLWwi6OCp8TcvxsUNrXMbN5.jpg,155000000,https://www.paramount.com/movies/terminator-genisys,en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",67.345,/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,Reset the future,"Science Fiction, Action, Thriller, Adventure","Skydance, Paramount, Annapurna Pictures","Canada, United States of America",English,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke",Alan Taylor
tt4925292,Lady Bird,7.271,7861,Released,01/09/2017,78966486,94,/pcWxKfFNCznTKYy0E8M9nG1cwL4.jpg,10000000,http://ladybird.movie,en,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",25.85,/iySFtKLrWvVzXzlFj7x1zalxi5G.jpg,,"Drama, Comedy","IAC Films, Scott Rudin Productions, Entertainment 360",United States of America,English,"Saoirse Ronan, Laurie Metcalf, Timoth�e Chalamet",Greta Gerwig
tt3397884,Sicario,7.39,7836,Released,17/09/2015,84872444,122,/4NdAMnBwSAaSsUjoXkcU5aW28RF.jpg,30000000,https://www.lionsgate.com/movies/sicario,en,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,43.821,/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,The border is just another line to cross.,"Action, Crime, Thriller","Thunder Road, Black Label Media, Lionsgate","Mexico, United States of America","Spanish, English","Emily Blunt, Benicio Del Toro, Josh Brolin",Denis Villeneuve
tt7126948,Wonder Woman 1984,6.478,7835,Released,16/12/2020,169601036,151,/egg7KFi18TSQc1s24RMmR9i2zO6.jpg,200000000,https://www.warnerbros.com/movies/wonder-woman-1984,en,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,48.128,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,A new era of wonder begins.,"Action, Adventure, Fantasy","Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment",United States of America,English,"Gal Gadot, Chris Pine, Kristen Wiig",Patty Jenkins
tt2316204,Alien: Covenant,6.1,7822,Released,09/05/2017,240891763,122,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,97000000,https://www.20thcenturystudios.com/movies/alien-covenant,en,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",92.533,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,The path to paradise begins in hell.,"Science Fiction, Horror, Mystery","Scott Free Productions, Brandywine Productions, 20th Century Fox","United Kingdom, United States of America","English, German","Michael Fassbender, Katherine Waterston, Billy Crudup",Ridley Scott
tt6823368,Glass,6.677,7793,Released,16/01/2019,246999039,129,/ngBFDOsx13sFXiMweDoL54XYknR.jpg,20000000,https://www.glassmovie.com,en,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",31.843,/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg,You Cannot Contain What You Are,"Thriller, Drama, Science Fiction","Universal Pictures, Blumhouse Productions, Blinding Edge Pictures, Buena Vista International, Perfect World Pictures",United States of America,"English, Spanish","James McAvoy, Bruce Willis, Samuel L. Jackson",M. Night Shyamalan
tt0364569,올드보이,8.274,7790,Released,21/11/2003,15194593,120,/sdwjQEM869JFwMytTmvr6ggvaUl.jpg,3000000,,ko,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",53.128,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,"Laugh, and the world laughs with you. Weep, and you weep alone.","Drama, Thriller, Mystery, Action","Show East, CJ Entertainment, Egg Film, Cineclick Asia",South Korea,Korean,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jung",Park Chan-wook
tt2194499,About Time,7.905,7781,Released,04/09/2013,87100449,123,/5ZoFGrFCKP0QrcfVwOIHiAwunBg.jpg,12000000,,en,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",35.707,/iR1bVfURbN7r1C46WHFbwCkVve.jpg,What if every moment in life came with a second chance?,"Drama, Romance, Fantasy","Working Title Films, Translux, Universal Pictures, Relativity Media",United Kingdom,English,"Domhnall Gleeson, Rachel McAdams, Bill Nighy",Richard Curtis
tt4126476,After,7.137,7781,Released,11/04/2019,69497587,106,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,14000000,,en,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",155.287,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,"After your first, life is never the same.","Romance, Drama","CalMaple Films, Wattpad, Offspring Entertainment, Diamond Film Productions, Voltage Pictures, Frayed Pages Entertainment",United States of America,English,"Josephine Langford, Hero Fiennes Tiffin, Shane Paul McGhie",Jenny Gage
tt5164214,Ocean's Eight,6.985,7780,Released,07/06/2018,297718711,111,/w9QfTrYmtoA96zJlVNvjS8eucf8.jpg,70000000,https://www.warnerbros.com/movies/oceans-8,en,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",30.268,/MvYpKlpFukTivnlBhizGbkAe3v.jpg,Every con has its pros,"Crime, Comedy, Action","Village Roadshow Pictures, Warner Bros. Pictures, Larger Than Life Productions, Rahway Road Productions, Smoke House Pictures",United States of America,"English, German","Sandra Bullock, Cate Blanchett, Anne Hathaway",Gary Ross
tt1570728,"Crazy, Stupid, Love.",7.3,7773,Released,29/07/2011,145079584,118,/d7BzfMl7vtNAtXIBmS8oWzo5pVe.jpg,50000000,http://crazystupidlove.warnerbros.com/index.html,en,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",39.835,/p4RafgAPk558muOjnBMHhMArjS2.jpg,This is crazy. This is stupid. This is love.,"Comedy, Drama, Romance",Warner Bros. Pictures,United States of America,English,"Steve Carell, Ryan Gosling, Emma Stone",Glenn Ficarra & John Requa
tt3065204,The Conjuring 2,7.293,7769,Released,08/06/2016,321834351,134,/4mfFtlGeInPrQVm1hpv7th02yjx.jpg,40000000,http://www.warnerbros.com/conjuring-2,en,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,80.98,/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg,The next true story from the case files of Ed and Lorraine Warren.,"Horror, Thriller","New Line Cinema, Dune Entertainment, The Safran Company, Evergreen Media Group, Atomic Monster",United States of America,English,"Vera Farmiga, Patrick Wilson, Madison Wolfe",James Wan
tt1895587,Spotlight,7.814,7765,Released,06/11/2015,98690254,129,/8FbbcmwmpGd7brfiC7f7lWFNGdi.jpg,20000000,http://www.spotlightthefilm.com,en,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",20.159,/gWkgMnIsd8Od7iyhEEKL5G4Qq6J.jpg,Break the story. Break the silence.,"Drama, History","Participant, Anonymous Content, Rocklin / Faust, First Look Media, Open Road Films, Entertainment One, Topic Studios, Seville International","Canada, United States of America",English,"Mark Ruffalo, Michael Keaton, Rachel McAdams",Tom McCarthy
tt0365748,Shaun of the Dead,7.54,7760,Released,09/04/2004,30097092,99,/ysUbm8qcKLaUiMf0H82mE5ujvVQ.jpg,6100000,https://www.focusfeatures.com/shaun_of_the_dead,en,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",46.212,/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,A romantic comedy. With zombies.,"Horror, Comedy","WT2 Productions, StudioCanal, Working Title Films, Big Talk Productions, Film4 Productions, Rogue Pictures, Universal Pictures","France, United Kingdom, United States of America",English,"Simon Pegg, Nick Frost, Kate Ashfield",Edgar Wright
tt0060196,"Il buono, il brutto, il cattivo",8.473,7751,Released,23/12/1966,38900000,161,/eoCSp75lxatmIa6aGqfnzwtbttd.jpg,1200000,"http://www.mgm.com/#/our-titles/766/The-Good,-the-Bad-and-the-Ugly",it,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",81.717,/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,For three men the Civil War wasn't hell. It was practice.,Western,"United Artists, PEA, Arturo González Producciones Cinematográficas, Constantin Film","United States of America, Italy, Spain, Germany",Italian,"Clint Eastwood, Lee Van Cleef, Eli Wallach",Sergio Leone
tt1024648,Argo,7.275,7750,Released,11/10/2012,232325503,120,/q4ISn9yyC5OnLT9ESkExHjBuK8d.jpg,44500000,http://argothemovie.warnerbros.com/,en,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",17.552,/9LcnmIeKUfKeAxeCY82W9Jug416.jpg,The movie was fake. The mission was real.,"Drama, Thriller","GK Films, Warner Bros. Pictures, Smoke House Pictures","United Kingdom, United States of America","Arabic, English, German, Persian","Ben Affleck, Bryan Cranston, Alan Arkin",Ben Affleck
tt0119567,The Lost World: Jurassic Park,6.527,7740,Released,23/05/1997,618638999,129,/w9eBtIHHpGgGfjqnEAJM3s7mCOa.jpg,73000000,,en,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2.257,/jElpCJkSaRPYwIMwZY28gOKV7BK.jpg,Something has survived.,"Adventure, Action, Science Fiction","Universal Pictures, Amblin Entertainment, Digital Image Associates",United States of America,English,"Jeff Goldblum, Julianne Moore, Vince Vaughn",Steven Spielberg
tt1399103,Transformers: Dark of the Moon,6.183,7736,Released,28/06/2011,1123794079,154,/h3js4rulxzKMOokM2oO5Kr0mBZU.jpg,195000000,http://www.transformersmovie.com/,en,"The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.",10.499,/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg,The invasion we always feared. An enemy we never expected.,"Action, Science Fiction, Adventure","Paramount, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions",United States of America,English,"Shia LaBeouf, Rosie Huntington-Whiteley, Josh Duhamel",Michael Bay
tt0407304,War of the Worlds,6.496,7728,Released,28/06/2005,603873119,117,/nH6hPhJq3EEv9CnBZgXU3IQnpJo.jpg,132000000,https://amblin.com/movie/war-of-the-worlds/,en,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",40.932,/6Biy7R9LfumYshur3YKhpj56MpB.jpg,They're already here.,"Adventure, Thriller, Science Fiction","Paramount, Amblin Entertainment, Cruise/Wagner Productions, DreamWorks Pictures",United States of America,English,"Tom Cruise, Dakota Fanning, Tim Robbins",Steven Spielberg
tt0092099,Top Gun,7,7710,Released,16/05/1986,356830601,110,/jILeJ60zPpIjjJHGSmIeY4eO30t.jpg,15000000,https://www.paramountpictures.com/movies/top-gun,en,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",50.029,/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg,Up there with the best of the best.,"Romance, Drama, Action","Paramount, Don Simpson/Jerry Bruckheimer Films",United States of America,English,"Tom Cruise, Kelly McGillis, Val Kilmer",Tony Scott
tt0945513,Source Code,7.297,7694,Released,30/03/2011,147332697,94,/noHDKhzbwP6DfoaO2xRFLVrpX0N.jpg,32000000,http://www.enterthesourcecode.com,en,"When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",31.922,/faCR2lavXBKeCS6N7STIMDLMCDL.jpg,Make Every Second Count,"Thriller, Science Fiction, Mystery","The Mark Gordon Company, Vendôme Pictures, Summit Entertainment, StudioCanal","Canada, France, United States of America",English,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga",Duncan Jones
tt6334354,The Suicide Squad,7.557,7692,Released,28/07/2021,168717425,132,/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg,185000000,https://www.thesuicidesquad.net,en,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",63.194,/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg,They're dying to save the world.,"Action, Comedy, Adventure","DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures",United States of America,"English, French, Spanish","Margot Robbie, Idris Elba, John Cena",James Gunn
tt1080016,Ice Age: Dawn of the Dinosaurs,6.737,7680,Released,26/06/2009,886686817,94,/gkxSIlZPEwGPimQ8TEE8C52cOSO.jpg,90000000,http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,en,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",57.649,/cXOLaxcNjNAYmEx1trZxOTKhK3Q.jpg,You Won't Believe Your Ice!,"Animation, Comedy, Family, Adventure","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",United States of America,English,"Ray Romano, John Leguizamo, Denis Leary",Carlos Saldanha
tt0114746,Twelve Monkeys,7.6,7677,Released,29/12/1995,168841459,129,/1IWaKG7AWiYMhADxhGtnElDJAGI.jpg,29000000,,en,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",33.942,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,The future is history.,"Science Fiction, Thriller, Mystery","Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions",United States of America,"English, French","Bruce Willis, Madeleine Stowe, Brad Pitt",Terry Gilliam
tt3040964,The Jungle Book,6.86,7668,Released,07/04/2016,966550600,106,/tB2w4m0rW62MTufTjRj0gFLMVBP.jpg,175000000,http://movies.disney.com/the-jungle-book-2016,en,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",33.274,/xIGhgcLtzzTON56G905I5tuwNQM.jpg,The legend will never be the same.,"Family, Adventure, Drama, Fantasy","Walt Disney Pictures, Fairview Entertainment, Moving Picture Company","United Kingdom, United States of America",English,"Neel Sethi, Bill Murray, Ben Kingsley",Jon Favreau
tt2709768,The Secret Life of Pets,6.266,7664,Released,18/06/2016,875457937,86,/c1Ywtvlqls6tPBZ3BqbPtBwHyng.jpg,75000000,http://www.thesecretlifeofpets.com/,en,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",13.019,/g3Hms6AE174doeGR1gz5zX5sVsv.jpg,Think this is what they do all day?,"Adventure, Comedy, Animation, Family","Illumination, Universal Pictures",United States of America,English,"Louis C.K., Eric Stonestreet, Kevin Hart",Chris Renaud & Yarrow Cheney
tt6264654,Free Guy,7.55,7662,Released,11/08/2021,331526598,115,/7py8kUCYaOdFn1TfVS87BDBySOz.jpg,110000000,https://www.20thcenturystudios.com/movies/free-guy,en,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",62.599,/xmbU4JTUm8rsdtn7Y3Fcm30GpeT.jpg,Life's too short to be a background character.,"Comedy, Adventure, Science Fiction","Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios",United States of America,"Japanese, English","Ryan Reynolds, Jodie Comer, Taika Waititi",Shawn Levy
tt0050083,12 Angry Men,8.54,7658,Released,10/04/1957,1000000,97,/qqHQsStV6exghCM7zbObuYBiYxw.jpg,350000,,en,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",51.201,/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg,Life is in their hands. Death is on their minds.,Drama,"United Artists, Orion-Nova Productions",United States of America,English,"Henry Fonda, Lee J. Cobb, Martin Balsam",Sidney Lumet
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,5.998,7629,Released,21/05/2008,786636033,122,/bXH4lyFS6tctnBgxK1eYRuwekR0.jpg,185000000,http://www.indianajones.com/site/index.html,en,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",47.907,/56As6XEM1flWvprX4LgkPl8ii4K.jpg,The adventure continues . . .,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America,"English, German, Russian","Harrison Ford, Cate Blanchett, Shia LaBeouf",Steven Spielberg
tt12801262,Luca,7.865,7625,Released,17/06/2021,49750471,95,/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,200000000,https://www.disneyplus.com/movies/luca/7K1HyQ6Hl16P,en,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,60.762,/8tABCBpzu3mZbzMB3sRzMEHEvJi.jpg,Prepare for an unforgettable trip.,"Animation, Comedy, Fantasy, Adventure, Family","Pixar, Walt Disney Pictures",United States of America,"English, Italian","Jacob Tremblay, Jack Dylan Grazer, Emma Berman",Enrico Casarosa
tt2109248,Transformers: Age of Extinction,5.92,7581,Released,25/06/2014,1104054072,165,/wxr4Z6E83h14CogsZOzDm1vuDX3.jpg,210000000,,en,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",57.581,/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,"This is not war, it's extinction.","Science Fiction, Action, Adventure","di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions, Paramount",United States of America,English,"Mark Wahlberg, Nicola Peltz, Jack Reynor",Michael Bay
tt1596343,Fast Five,7.251,7581,Released,20/04/2011,626137675,130,/lvSxooYCRuF3S2kHWXYTrcOtYco.jpg,125000000,https://www.thefastsaga.com/fast-saga/ff5,en,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",8.589,/c5rgA1EYwMmxsQdyvLkQ8LD5Qun.jpg,Get the fifth gear.,"Action, Thriller, Crime","Original Film, Universal Pictures, One Race",United States of America,"English, Spanish, Portuguese, Italian","Vin Diesel, Paul Walker, Dwayne Johnson",Justin Lin
tt1219827,Ghost in the Shell,6.066,7581,Released,29/03/2017,169801921,107,/dDVqfmCzSy3TKSmiS2pJ9QB5E3P.jpg,110000000,http://www.ghostintheshellmovie.com/,en,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",32.851,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,There's nothing sadder than a puppet without a ghost.,"Science Fiction, Drama, Action","Weying Galaxy Entertainment, Paramount, Shanghai Film Group, Reliance Entertainment, Grosvenor Park Productions, Steven Paul Production, Huahua Media, Seaside Entertainment, DreamWorks Pictures, Arad Productions","China, Hong Kong, India, United States of America","Japanese, English","Scarlett Johansson, Pilou Asb�k, Takeshi Kitano",Rupert Sanders
tt0433035,Real Steel,6.981,7571,Released,28/09/2011,299268508,127,/4f0Kj0QwPui5ydu1UavsnvP1m1o.jpg,110000000,,en,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",88.181,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,Courage is stronger than steel.,"Action, Science Fiction, Drama","Touchstone Pictures, ImageMovers, Angry Films, Kontsept Film Company, Revolution Sun Studios, DreamWorks Pictures, Reliance Entertainment, 21 Laps Entertainment","United States of America, India",English,"Hugh Jackman, Dakota Goyo, Evangeline Lilly",Shawn Levy
tt1502397,Bad Boys for Life,7.139,7570,Released,15/01/2020,426505244,124,/4J1Vu6oGzt60fakP4delEPDqEhI.jpg,90000000,https://www.sonypictures.com/movies/badboysforlife,en,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",46.619,/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,Ride together. Die together.,"Thriller, Action, Crime","Columbia Pictures, 2.0 Entertainment, Don Simpson/Jerry Bruckheimer Films, Overbrook Entertainment",United States of America,"English, Spanish","Will Smith, Martin Lawrence, Vanessa Hudgens",Adil El Arbi & Bilall Fallah
tt1745960,Top Gun: Maverick,8.26,7546,Released,24/05/2022,1488732821,131,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,170000000,https://www.topgunmovie.com,en,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",126.291,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,Feel the need... The need for speed.,"Action, Drama","Skydance, Don Simpson/Jerry Bruckheimer Films, Paramount",United States of America,English,"Tom Cruise, Miles Teller, Jennifer Connelly",Joseph Kosinski
tt1469304,Baywatch,6.092,7545,Released,25/05/2017,177856751,116,/t6TL7V9IsT4Ktx6YO8b1UYj3agd.jpg,69000000,http://www.thebaywatchmovie.com/,en,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",45.123,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,"Don't worry, summer is coming","Comedy, Action, Crime","Uncharted, Paramount, Flynn Picture Company, Fremantle Productions, Seven Bucks Productions, Skydance, The Montecito Picture Company",United States of America,English,"Dwayne Johnson, Zac Efron, Alexandra Daddario",Seth Gordon
tt0401792,Sin City,7.4,7541,Released,01/04/2005,158733820,124,/lt1rGQSqhk2T2T4lHo6CTQYvoWP.jpg,40000000,http://www.miramax.com/movie/sin-city/,en,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",42.369,/i66G50wATMmPrvpP95f0XP6ZdVS.jpg,Walk down the right back alley in Sin City and you can find anything...,"Thriller, Action, Crime","Dimension Films, Troublemaker Studios, Miramax",United States of America,English,"Mickey Rourke, Clive Owen, Bruce Willis",Frank Miller & Robert Rodriguez
tt1454029,The Help,8.202,7538,Released,09/08/2011,216639112,146,/wyvUmyzqGOBDyqLHRSukGDjI7bH.jpg,25000000,,en,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",52.139,/3kmfoWWEc9Vtyuaf9v5VipRgdjx.jpg,Change begins with a whisper.,Drama,"1492 Pictures, Harbinger Pictures, Touchstone Pictures",United States of America,English,"Viola Davis, Emma Stone, Octavia Spencer",Tate Taylor
tt4912910,Mission: Impossible - Fallout,7.414,7537,Released,13/07/2018,791657398,147,/aw4FOsWr2FY373nKSxbpNi3fz4F.jpg,178000000,,en,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",61.258,/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,Some missions are not a choice.,"Action, Adventure","Paramount, Bad Robot, Skydance, TC Productions",United States of America,"English, French","Tom Cruise, Henry Cavill, Rebecca Ferguson",Christopher McQuarrie
